Sr_No,Date,Startup_name,Industry_Vertical,SubVertical,City_Location,Investors_name,Investment_Type,Remarks,Amount_USD
1317,20-10-16,Hipcask,Consumer Internet,Alcoholic beverage discovery platform,Mumbai,Mobikon,Seed Funding,Not specified,0
1318,20-10-16,RailYatri,Consumer Internet,Train Travel Info mobile app,Noida,"Helion Ventures, Blume ventures",Private Equity,Not specified,0
1319,21-10-16,ChatOnGo,Consumer Internet,Hyperlocal Communication Mobile app,Mumbai,JaNot specifiedk Jain,Seed Funding,Not specified,0.3
1320,23-10-16,WOTU,eCommerce,B2B Marketplace for traders,Bangalore,KAE capital,Seed Funding,Not specified,0
1321,24-10-16,Healthians,Consumer Internet,Health Test Discovery & Ordering service,Gurugram,BEENEXT,Private Equity,Not specified,3
1322,24-10-16,Box8,Consumer Internet,Online Food Ordering platform/App,Mumbai,"IIFL Seed Ventures Fund, Mayfield Ventures",Private Equity,Not specified,7.5
1325,25-10-16,Pickrr,Technology,Courier Logistics & Order maNot specifiedgement Solutions,New Delhi,Swastika Company Ltd,Seed Funding,Not specified,0
1326,25-10-16,SatvaCart,eCommerce,Online Grocery Etailer,Gurugram,Nimit Panigrahi,Seed Funding,Not specified,0
1327,25-10-16,SooperMO,Technology,Android utility app suite creator,Gurugram,Lalit Vase,Seed Funding,Not specified,0.1
1324,25-10-16,CreditMate,Consumer Internet,Credit Report Info platform,Mumbai,India Quotient,Seed Funding,Not specified,0.5
1323,25-10-16,Kredx,eCommerce,Invoice discounting marketplace,Bangalore,Sequoia Capital,Private Equity,Not specified,6
1329,26-10-16,Wooplr,Consumer Internet,Fashion Discovery App,Bangalore,"Astarc Ventures, ANot specifiedd Chandrasekaran",Seed Funding,Not specified,0
1328,26-10-16,OrangeTwig,Consumer Internet,Social Media Marketing platform,New Delhi,Undisclosed investor,Seed Funding,Not specified,1
1330,26-10-16,The Kettlery,eCommerce,Online Tea Etailer,Ahemadabad,"hooting Starts Sports LLP, Franchise India Brands",Private Equity,Not specified,1
1331,27-10-16,Idea Bubbles,Consumer Internet,Doctor Consulting platform,Bangalore,"1Crowd, Eureka Forbes Ltd, Shapoorji Pallonji & Co. Ltd.",Private Equity,Not specified,0.7
1332,27-10-16,FR8,Technology,Truck Fleet Operation platform,ChenNot specifiedi,Omnivore Partners,Private Equity,Not specified,0.971
1333,27-10-16,Ather Energy,Technology,Electric Vehicle Manufacturer,Bangalore,Hero MotoCorp,Private Equity,Not specified,27
1334,28-10-16,Pikkol,Logistics,Relocation Service provider,Bangalore,"Ajay Not specifiedavati, Afsal Salu",Seed Funding,Not specified,0
1335,29-10-16,Velmenni,Technology,LiFi based wireless communication provider,New Delhi,Kalaari Capital,Seed Funding,Not specified,0.1
1336,29-10-16,Volta Motors,Technology,Electric Bike Manufacturer,ChenNot specifiedi,Kalaari Capital,Seed Funding,Not specified,0.1
1337,29-10-16,CyclopsMedtech,Technology,Clinical and Wearable Diagnostic Product creator,Bangalore,Kalaari Capital,Seed Funding,Not specified,0.1
1338,30-10-16,Impact ANot specifiedlytics,Technology,Business intelligence and data science Startup,Bangalore,"Aarin Capital, Michael Herzig, Ashish Lakhanpal",Private Equity,Not specified,0.75
1339,31-10-16,Talent Next,Consumer Internet,Talent Discovery & Audition maNot specifiedgement platform,Mumbai,Karanpal Singh & Others,Seed Funding,Not specified,1
1188,01-11-16,PickMyLaundry,Consumer Internet,On-Demand Washing & Dry Cleaning Services,New Delhi,"Kedar Lele, GHV Accelerator",Seed Funding,Not specified,0.2
1191,02-11-16,LetsMD,Consumer Internet,Healthcare Services Comparison Platform,New Delhi,"Calcutta Angels Network, LetsVenture, Anupam Mittal, Currae Healthtech Fund",Seed Funding,Not specified,0
1192,02-11-16,Sattviko,Food & Beverage,Health Food Restaurant Chain,New Delhi,"Raman Roy, Ashish Gupta, Yogesh Andlay, Vaibhav Jain",Seed Funding,Not specified,0
1190,02-11-16,LaundryAnNot specified,Consumer Internet,On-Demand Washing & Dry Cleaning Services,Bangalore,Undisclosed Investors,Seed Funding,Not specified,0.15
1189,02-11-16,FreshDesk,Consumer Internet,SAAS Based HelpDesk Services,ChenNot specifiedi,"Sequoia Capital India, Accel Partners",Private Equity,Not specified,55
1194,03-11-16,DoSelect,Consumer Internet,Skill Showcasing platform,Bangalore,"3one4 Capital, Mumbai Angels, Aarin Capital",Seed Funding,Not specified,0
1193,03-11-16,Zarget,Technology,SaaS-based web optimisation and marketing platform,ChenNot specifiedi,Sequoia India,Private Equity,Not specified,6
1195,03-11-16,EasyPolicy,Consumer Internet,Online insurance Portal,Noida,"Unilazer Ventures,",Private Equity,Not specified,10
1196,04-11-16,Browntape,Technology,cloud-based software solutions company,Goa,Gati Ltd,Private Equity,Not specified,0
1199,04-11-16,vImmune,Consumer Internet,Immunisation MaNot specifiedgement Platform,Bangalore,Undisclosed investor,Seed Funding,Not specified,0
1200,04-11-16,The Gourmet Jar,eCommerce,Gourmet Food etailer,Noida,Chandigarh Angels Network,Seed Funding,Not specified,0
1198,04-11-16,Corseco,Technology,AI-based Software as a Service Solution provider,New Delhi,"Ameera Shah, Vivek Bhargava",Seed Funding,Not specified,0.15
1197,04-11-16,Connect India,Logistics,Last mile Delivery Network,Bangalore,Aavishkaar Venture MaNot specifiedgement,Private Equity,Not specified,1
1201,05-11-16,Medzin,eCommerce,Online ordering & Delivery of medicines,New Delhi,A M Sikander,Seed Funding,Not specified,0.045
1202,05-11-16,Bizongo,eCommerce,Packaging Material Marketplace,Mumbai,"IDG Ventures, Accel Partners",Private Equity,Not specified,3
1204,07-11-16,JustRide,Consumer Internet,Online Car Sharing platform,Mumbai,"Justin Kan, Qasar Younis, Paul Bucche, Susa Ventures, Kima Ventures, Axan Venture, SCM Holdings",Private Equity,Not specified,3
1203,07-11-16,Rivigo,Technology,Technology based Logistics platform,Gurugram,Warburg Pincus,Private Equity,Not specified,75
1205,09-11-16,IIM Jobs,Consumer Internet,Online Job Portal,New Delhi,India Quotient,Private Equity,Not specified,2
1206,09-11-16,Square Yards,Consumer Internet,Online Property Search Portal,Gurugram,ADAG Reliance Private Equity,Private Equity,Not specified,12
1208,10-11-16,Yottaasys,Technology,Data Sciences platform,Bangalore,Gleevoaz Ventures,Private Equity,Not specified,0
1209,10-11-16,Tone Tag,Technology,Contactless Payment Solution,Bangalore,"Arun Seth, T.V. Mohandas Pai, ANot specifiedd Chandrasekaran, Deepak Ghaisas",Private Equity,Not specified,0
1207,10-11-16,GolfLAN,Consumer Internet,Golf Session Online Bookings platform,New Delhi,"YourNest Angel Fund, iSON",Private Equity,Not specified,1
1210,11-11-16,Life in Control,Consumer Internet,Online Diabetes MaNot specifiedgement platform,Gurugram,RoundGlass Partners,Private Equity,Not specified,0
1212,14-11-16,ElasticRun,Technology,Tech driven Logistic & distribution platform,Pune,"Kalaari Capital, Norwest Venture Partners",Private Equity,Not specified,2
1211,14-11-16,Active.ai,Technology,Banking & Fintech Platform,Singapore,"Kalaari Capital, IDG Ventures India",Private Equity,Not specified,3
1213,15-11-16,NoBroker,Consumer Internet,Online Rental discovery,Bangalore,Vijay Shekhar Sharma,Seed Funding,Not specified,0
1215,15-11-16,PlaySimple,Technology,Mobile Gaming portal,Bangalore,"SAIF Partners, IDG Ventures India",Private Equity,Not specified,4
1214,15-11-16,Zefo,eCommerce,Used Furniture & Appliances Marketplace,Bangalore,"Sequoia India, BEENEXT, Helion Ventures",Private Equity,Not specified,6
1216,16-11-16,Stasis Labs,Technology,Cloud based health monitoring platform,Bangalore,"RTP-HC, Wonder Ventures, Techstars Ventures & Others",Private Equity,Not specified,5
1217,17-11-16,ScieNot specifiedptic,Technology,Data ANot specifiedlytics platform,Bangalore,Pramod Bhasin,Seed Funding,Not specified,0
1219,17-11-16,Lawrato,Consumer Internet,Free Legal Advice,New Delhi,Indian Angel Network,Seed Funding,Not specified,0
1220,17-11-16,Trip Tap Toe,Consumer Internet,Online Travel Portal,Gurugram,R.S Sharma,Seed Funding,Not specified,0
1221,17-11-16,Pictor Imaging,Consumer Internet,Product Photography Mobile App,Mumbai,Quarizon,Seed Funding,Not specified,0.147
1218,17-11-16,Koovs,eCommerce,Fashion eTailer,New Delhi,Times of India Group & Existing investors,Private Equity,Not specified,13.5
1223,18-11-16,AerMed,eCommerce,Online Pharmacy,Mumbai,Hitesh Windlass,Seed Funding,Not specified,0
1224,18-11-16,WorkIndia,Consumer Internet,Job Board for Clue Collar Jobs,Mumbai,Asuka Holdings,Seed Funding,Not specified,0
1222,18-11-16,GramCover,FiNot specifiedce,Insurance Marketplace for the Rural Sector,New Delhi,Omnivore Capital,Seed Funding,Not specified,1
1225,21-11-16,Bats on delivery,Consumer Internet,"Online food, Grocery ordering & Delivery",Gurugram,Devdeep Singh,Seed Funding,Not specified,0.09
1226,21-11-16,numberz.in,Technology,Cash Flow MaNot specifiedgement Solution for Businesses,Gurugram,"Kae Capital, Khosla Impact",Seed Funding,Not specified,0.65
1229,22-11-16,VoLT,Consumer Internet,Ed-Tech Platform,Mumbai,YMS Mobitech,Seed Funding,Not specified,0
1231,22-11-16,Shubh Loans,Technology,Consumer FiNot specifiedce & Credit Score platform,Bangalore,"Sanjai Vohra, V. Bunty Bohra",Seed Funding,Not specified,0
1228,22-11-16,Awesummly,Consumer Internet,Short News Mobile App,Bangalore,"Vivek Bhargava, Ameera Shah",Seed Funding,Not specified,0.147
1232,22-11-16,Noddapp,Consumer Internet,App based networking platform,Mumbai,Undisclosed multiple investors,Seed Funding,Not specified,0.147
1227,22-11-16,Housing.com,Consumer Internet,Real Estate Portal,Mumbai,Softbank Group,Private Equity,Not specified,5
1230,22-11-16,Vymo,Technology,SaaS-based predictive aNot specifiedlytics platform,Bangalore,Sequoia India,Private Equity,Not specified,5
1234,23-11-16,Infisecure,Technology,Bot Protection Solutions,Mumbai,"IDG Ventures, Axilor Ventures",Seed Funding,Not specified,0.6
1235,23-11-16,Udaan,eCommerce,B2B Marketplace,Bangalore,"Lightspeed Venture Partners India, Lightspeed US",Private Equity,Not specified,10
1233,23-11-16,Knowlarity,Consumer Internet,Cloud Telephony Platform,Bangalore,"Delta Partners, Sequoia India,\\xc2\\xa0 Mayfield, Blacksoil, Trifecta Capital",Private Equity,Not specified,20
1236,24-11-16,FroyoFit,Consumer Internet,Fitness Discovery Platform,Indore,Dr. Pooja Gandhi,Seed Funding,Not specified,0
1237,24-11-16,Betterplace,Consumer Internet,Background Verification Services,Bangalore,Venture Highway,Seed Funding,Not specified,0
1239,24-11-16,UClean,Consumer Internet,Tech ENot specifiedbled Laundry Service Provider,Gurugram,Franchise India,Private Equity,Not specified,0
1240,24-11-16,Servify,Consumer Internet,PersoNot specifiedl Device Assistant App,Mumbai,"Blume Ventures, BEENEXT, Barkawi Holdings GmbH, TM Service Technology Holdings Gmbh, Sreevathsa Prabhakar",Private Equity,Not specified,0
1238,24-11-16,ShareChat,Consumer Internet,Local Language Social Networking Platform,Mumbai,"Lightspeed India Partners, SAIF Partners, India Quotient, Venture Highway",Private Equity,Not specified,4
1241,25-11-16,Hubilo,Consumer Internet,End-to-end Event Organizers Solutions,Ahemadabad,"Girish Mathrubootham, VC Karthic, Miten Mehta, Umasankar Nistala, Rakesh Patel, Akash Bhavsar, JeevaNot specifieddhan Rajagopal, Vikas Chadha & Others",Seed Funding,Not specified,0
1242,25-11-16,FunOnGo,Consumer Internet,Digital Media Content and Distribution platform,Mumbai,Reliance Entertainment,Private Equity,Not specified,0
1243,25-11-16,121Policy,Consumer Internet,Online Insurance Platform,Kolkata,Xelpmoc,Seed Funding,Not specified,0
1244,26-11-16,TapChief,Consumer Internet,ProfessioNot specifiedl Expert Advice Platform,Bangalore,"Paytm, Aprameya RadhakrishNot specified, Subramanya Venkat, Venk KrishNot specified",Seed Funding,Not specified,0
1245,28-11-16,Kloseby,Consumer Internet,proximity based Rewards platform,Bangalore,Undisclosed Investor,Seed Funding,Not specified,0.1
1246,28-11-16,WholeSaleBox,eCommerce,B2B Wholesale Apparel Marketplace,Jaipur,"Manish Maheshwari, Contrarian Vriddhi Fund",Private Equity,Not specified,2
1247,29-11-16,Crossahead,Consumer Internet,Creative Artists Discovery & Booking platform,Noida,Mohit Sharma,Seed Funding,Not specified,0
1248,29-11-16,Affordplan,Consumer Internet,Savings platform for Medical Expenses,New Delhi,"Prime Venture Partners, Kalaari Capital",Private Equity,Not specified,3
1258,30-11-16,MonkeyBox,Consumer Internet,Healthy Food Delivery platform,Bangalore,Blume Ventures & Others,Seed Funding,Not specified,0
1255,30-11-16,Interviewpad,Technology,Engineering Interview facilitation platform,Pune,KrishNot specified Rokhale,Seed Funding,Not specified,0.1
1251,30-11-16,Indofash,eCommerce,Ethnic Indian Fashion Marketplace,Bangalore,"Shekhar Sahu, Nitesh Pant",Seed Funding,Not specified,0.15
1252,30-11-16,Entropika,Technology,"AI, Machine learning Solutions",Bangalore,"Dileep Bhatt, Milind Chaudhary",Seed Funding,Not specified,0.2
1254,30-11-16,Chai Thela,Food & Beverage,Quick Service Restaurants,Noida,Quarizon,Seed Funding,Not specified,0.218
1256,30-11-16,Math Buddy,Consumer Internet,Online Math Learn,Vadodara,Menterra Social Impact Fund,Seed Funding,Not specified,0.44
1257,30-11-16,Pulse,Consumer Internet,Campus Social Networking App,Bangalore,SAIF Partners,Private Equity,Not specified,0.5
1259,30-11-16,Carcrew.in,Consumer Internet,Online Car repair Marketplace,Mumbai,TVS Group,Seed Funding,Not specified,0.5
1250,30-11-16,ShopsUp,eCommerce,Hyperlocal Shopping App,Bangalore,"ANot specifiedd Sankeshwar, Yang Shu",Seed Funding,Not specified,0.963
1249,30-11-16,HandyTrain,Consumer Internet,Mobile App for SAAS based Training,Goa,"Silver Range Investments, LumiNot specified Datamatics, Shun Yoshida & Others",Private Equity,Not specified,1
1253,30-11-16,MariaNot specifiedIQ,Technology,AI-driven B2B marketing platform,Bangalore,Exfinity Venture Partners,Private Equity,Not specified,2
1116,01-12-16,SidQam,Technology,Healthcare Software System,Noida,"SQue Capital, Grace Capital Ventures, Soham Vencaps",Private Equity,Not specified,1.2
1118,01-12-16,Slide App,Consumer Internet,Lock screen Rewards mobile app,New Delhi,Songhyun Investment,Private Equity,Not specified,3.6
1117,01-12-16,India Lends,Consumer Internet,Online Instant persoNot specifiedl Loan provider,New Delhi,"DSG Consumer Partners, American Express Ventures, Cyber Carrier VC, AdvantEdge Partners",Private Equity,Not specified,4
1120,02-12-16,Streo,Consumer Internet,Live Music Streaming App,Bangalore,"GEMs Advisory, Quarizon",Seed Funding,Not specified,0
1119,02-12-16,Badiyajobs,Consumer Internet,Entry-Level job Seekers platform,New Delhi,Undisclosed,Seed Funding,Not specified,0.1
1121,02-12-16,TYGR,Technology,Transport and logistics mobile App,Mumbai,Franchise India,Private Equity,Not specified,3
1122,05-12-16,Mr Hot Foods,Consumer Internet,Online Food Ordering & Delivery Portal,Indore,IvyCamp Ventures,Seed Funding,Not specified,0
1124,05-12-16,ONN Bikes,eCommerce,"On-demand, self-drive bike rental platform",Mumbai,Grace Capital Ventures,Seed Funding,Not specified,0
1123,05-12-16,UrDoorStep,eCommerce,Online Grocery Store,Bangalore,Lakshmi Vilas Bank & undisclosed HNIs,Private Equity,Not specified,1.4
1126,06-12-16,THB,Technology,Clinical research and data aNot specifiedlytics,Gurugram,"Ajith Sukumaran, Currae Healthtech Fund",Seed Funding,Not specified,0
1125,06-12-16,Diro Labs,Consumer Internet,Mobile Contacts MaNot specifiedgement app,New Delhi,Info Edge (India),Seed Funding,Not specified,0.147
1127,07-12-16,LookAtMe,Consumer Internet,Mobile App based Fashion Network,Singapore,Eros Labs,Seed Funding,Not specified,0
1128,07-12-16,Netree,eCommerce,Mobile-only Retailers Engagement Solution,New Delhi,"The ChenNot specifiedi Angels, LetsVenture",Seed Funding,Not specified,0
1129,07-12-16,BookEventz,Consumer Internet,"Venue, Events Booking platform",Mumbai,Investors from Mumbai Angels & LetsVenture,Seed Funding,Not specified,0
1130,07-12-16,Tails Life,Consumer Internet,Pet Parenting mobile app,Bangalore,"Mohan Kumar, V. BalakrishNot specified",Seed Funding,Not specified,0
1133,07-12-16,Vehico,Technology,Connected Transportation solutions,Bangalore,"Calcutta Angel Network, Appliyifi",Seed Funding,Not specified,0
1132,07-12-16,WealthApp,Consumer Internet,Online Investment Advisory platform,Bangalore,"Venk KrishNot specified, MJ Aravind, Vikram Kotak, Jayant Davar,\\xc2\\xa0 Ramkumar Nishtal, Arjun Sharmaa",Seed Funding,Not specified,0.44
1131,07-12-16,Revv,Consumer Internet,Self-Driven Car Services booking portal,New Delhi,Edelweiss Private Equity,Private Equity,Not specified,9
1135,08-12-16,GoMechanic,Consumer Internet,Online Car servicing Booking platform,Gurugram,Venture Catalysts,Seed Funding,Not specified,0.25
1134,08-12-16,ZestMoney,Consumer Internet,Online Consumer Lending platform,Mumbai,PayU,Private Equity,Not specified,6.5
1137,09-12-16,Nykaa,eCommerce,Beauty Products etailer,Mumbai,Max Ventures and Industries,Private Equity,Not specified,0
1139,09-12-16,NeuroEquilibrium,Technology,Health-Tech platform,Jaipur,Unicorn India Ventures,Seed Funding,Not specified,0.25
1138,09-12-16,Wittyparot,Technology,Content MaNot specifiedgement & Productivity platform,Bangalore,Mumbai Angels,Seed Funding,Not specified,0.45
1136,09-12-16,StalkBuyLove,eCommerce,Fashion Apparel eTailer,New Delhi,Kalaari Capital,Private Equity,Not specified,6
1143,12-12-16,UrbanPiper,Consumer Internet,Self-Branded Websites & Apps for Ecommerce,Bangalore,"Axilor, undisclosed investors",Seed Funding,Not specified,0
1141,12-12-16,Rupaiya Exchange,Consumer Internet,P2P Lending platform,New Delhi,Undisclosed Investors,Seed Funding,Not specified,0.2
1142,12-12-16,Doctor Insta,Consumer Internet,Online Doctor Consulting platform,Gurugram,RoundGlass Partners,Private Equity,Not specified,2
1144,12-12-16,Fresh Food Concepts,Food & Beverage,Cold Press Juice manufacturer & seller,New Delhi,"Siddhartha Gupta, Ashvin Chadha",Seed Funding,Not specified,2
1140,12-12-16,Xseed Education,Technology,Education & learning Tech platform,Bangalore,Verlinvest SA,Private Equity,Not specified,10
1146,13-12-16,GoComet,Logistics,Marketplace for InterNot specifiedtioNot specifiedl Freight,Mumbai,"India Quotient, Rajul Garg, Rajesh Yabaji, ChaNot specifiedkya Hridaya, Ramasubramaniam B, VishwaNot specifiedthan, Nobel House, Sunstone Capital",Seed Funding,Not specified,0
1145,13-12-16,Indifi,Consumer Internet,Online lending platform,Gurugram,Omidyar Network,Private Equity,Not specified,10
1147,13-12-16,OfBusiness,eCommerce,Online business-to-business (B2B) marketplace,Gurugram,"Zodius Technology Opportunities Fund, Matrix Partners",Private Equity,Not specified,11.1
1148,14-12-16,Fitmein,Consumer Internet,Fitness Discovery & Booking platform,New Delhi,"FiNC, GHV",Seed Funding,Not specified,0
1151,14-12-16,MoEngage,Technology,User aNot specifiedlytics and engagement platform,Bangalore,ANot specifiedd Chandrasekaran,Seed Funding,Not specified,0
1152,14-12-16,Ten3t Health,Technology,medical grade wearable patch maker,Bangalore,"V. KrishNot specified Prasad, Bhupen Shah & Others",Seed Funding,Not specified,0
1149,14-12-16,Qacco,Consumer Internet,Hotel Booking platform,Gurugram,"Lead Angels Network, Anbu Pandian, Prabhakar MR & Others",Seed Funding,Not specified,0.15
1153,14-12-16,Trading Bells,Consumer Internet,Online Share & Commodity Broking platform,Indore,Swastika Investmart Ltd,Seed Funding,Not specified,0.297
1150,14-12-16,Fitpass,Consumer Internet,Fitness center aggregator & Booking mobile app,New Delhi,Mumbai Angels,Seed Funding,Not specified,1
1154,15-12-16,SERVD,Consumer Internet,FiNot specifiedcial Services For Unorganized Workforce,Pune,Digital FiNot specifiedcial Service Lab,Seed Funding,Not specified,0.1
1157,15-12-16,Pocket Aces,Technology,Digital Entertainment Company,Mumbai,"Sequoia Capital India, North Base Media, Aarin Capital, 3one4 Capital, Axilor Ventures, KuNot specifiedl Shah, Sandeep Tandon",Private Equity,Not specified,3
1155,15-12-16,IdeaForge,Technology,Drone Manufacturing,Mumbai,"WRV Capital and IndusAge Partners, Infosys Innovation Fund",Private Equity,Not specified,10
1156,15-12-16,Amagi Media Labs,Technology,Media Technology Solutions,Mumbai,"Emerald Media, Premji Invest",Private Equity,Not specified,35
1159,16-12-16,TripShelf,Consumer Internet,Holiday Packages provider,New Delhi,"GEMS Advisory, Quarizon",Seed Funding,Not specified,0.123
1158,16-12-16,Pi Data Centers,Technology,Cloud Data Center Solutions provider,Hyderabad,Epsilon Venture Partners,Private Equity,Not specified,23
1160,19-12-16,Events High,Consumer Internet,Events & Activities Marketplace,Bangalore,Axilor Ventures,Private Equity,Not specified,0
1161,19-12-16,NoBroker,Consumer Internet,Rental property search portal,Bangalore,"KTB Network, SAIF Partners, BEENEXT, Digital Garage",Private Equity,Not specified,7.4
1163,20-12-16,Tiyo,Consumer Internet,Doctor Search Mobile App,Kolkata,Ajith Not specifiedir,Seed Funding,Not specified,0
1164,20-12-16,Zoomcar,Consumer Internet,Self-Driven Cab booking platform,Bangalore,Cyber Carrier CL,Private Equity,Not specified,0
1162,20-12-16,VivoCarat,eCommerce,Online jewellery marketplace,Mumbai,Undisclosed Investors,Seed Funding,Not specified,0.05
1165,20-12-16,Byju's,Consumer Internet,Online Learning platform,Bangalore,InterNot specifiedtioNot specifiedl FiNot specifiedcial Corporation,Private Equity,Not specified,15
1166,21-12-16,Supr Daily,Consumer Internet,Daily Subscription based Delivery service,Mumbai,"Dr. Apoorv Ranjan Sharma, Anil Jain, Anuj Golecha, KrishNot specified Jhunjhunwala, Anirudh Damani",Seed Funding,Not specified,0
1168,21-12-16,MamaEarth,eCommerce,Babycare Products seller,New Delhi,Fireside Ventures & Others,Seed Funding,Not specified,0
1169,21-12-16,Vegetall,eCommerce,Online Vegetable eTailer,ChenNot specifiedi,The ChenNot specifiedi Angels,Seed Funding,Not specified,0.162
1167,21-12-16,The BlueBook,Consumer Internet,online to offline marketing platform,Bangalore,"Indian Angel Network, Let\\xe2\\x80\\x99s Venture",Seed Funding,Not specified,0.5
1170,22-12-16,Innoplexus,Technology,Data as a Service Provider,Pune,HCS Venture capital fund,Private Equity,Not specified,0
1172,22-12-16,MCaffeine,eCommerce,PersoNot specifiedl care product etailer,Bangalore,"Kaushal Agarwal, Harminder Sahani, KK Mehra, PraNot specifiedy Jivrajka, Not specifiedvjot Saini",Seed Funding,Not specified,0.3
1171,22-12-16,Mindler,Consumer Internet,Career Planning & Assessment platform,New Delhi,Taxmann,Seed Funding,Not specified,0.324
1174,23-12-16,ShopKiraNot specified,eCommerce,B2B platform for Merchants & Retailers,Indore,"Incubate Fund, Lead Angels Group & Others",Private Equity,Not specified,0
1175,23-12-16,MyAdvo,Consumer Internet,Legal Advice Platform,New Delhi,"PradyumNot specified Dalmia, S. Somasegar & Others",Seed Funding,Not specified,0
1176,23-12-16,Asocon,Technology,Process maNot specifiedgement startup,Noida,Quarizon,Seed Funding,Not specified,0
1177,23-12-16,LexComply,Consumer Internet,Compliance MaNot specifiedgement Software,New Delhi,Ajay Relan,Seed Funding,Not specified,0
1173,23-12-16,enKast,Technology,Cloud based CRM for Agencies,Bangalore,Ivy League Alumni Angel Network,Private Equity,Not specified,2
1178,26-12-16,The Postbox,eCommerce,Art & Lifestyle ECommerce Store,ChenNot specifiedi,"The ChenNot specifiedi Angels, Ritesh Mehta, AruNot specified Ganesh Ram",Seed Funding,Not specified,0
1179,26-12-16,Pandorum Technologies,Technology,3D printed experimental Human Liver tissue creator,Bangalore,"Sachin Bansal, Binny Bansal",Seed Funding,Not specified,0
1180,26-12-16,Dekkho,Consumer Internet,Video Streaming platform,Mumbai,undisclosed investors,Seed Funding,Not specified,1.2
1181,26-12-16,ShadowFax,Logistics,On-Demand Delivery Service,Gurugram,Eight Roads Ventures,Private Equity,Not specified,10
1182,27-12-16,ShopX,eCommerce,SAAS ECommerce Retail app,Bangalore,Not specifieddan Nilekani,Private Equity,Not specified,5
1183,28-12-16,BookEventz,Consumer Internet,Online event-booking platform,Mumbai,"Lead Angels, Mumbai Angels, LetsVenture, Girish Mathrubootham, Anbu Pandian",Seed Funding,Not specified,0
1185,29-12-16,LetsMD,Consumer Internet,Healthcare plan comparison platform,New Delhi,"WaterBridge Ventures,",Seed Funding,Not specified,0
1186,29-12-16,Justbooks,Consumer Internet,Library Chain Aggregator,Bangalore,CoCreate Ventures,Seed Funding,Not specified,0
1184,29-12-16,HealthifyMe,Consumer Internet,Fitness Mobile App,Bangalore,NB Ventures,Private Equity,Not specified,1
1187,30-12-16,InstantPay,Consumer Internet,Digital payments & recharge platform,New Delhi,"RB Investments,\\xc2\\xa0 Kaleden Holdings",Private Equity,Not specified,0
1105,02-01-17,99Games,Technology,Mobile Game Developer Studio,Udupi,Dream Incubator,Seed Funding,Not specified,0
1044,02-01-17,TaxSutra,Consumer Internet,Online Tax Filing platform,Pune,"TV Mohandas Pai, V BalakrishNot specified, PV Srinivasan",Seed Funding,Not specified,0.366
1046,03-01-17,GoFynd,ecommerce,Fashion ecommerce portal,Mumbai,"ANot specifiedd Chandrasekaran, Rajiv Mehta, Ramakant Sharma",Seed Funding,Not specified,0
1047,03-01-17,Vow Car Clinic,Consumer Internet,Online/App Based Car cleaning service provider,Gurugram,Vishal Malik,Seed Funding,Not specified,0
1045,03-01-17,TempoGo,Technology,IoT & SAAS Solutions for Transportation Industry,PaNot specifiedji,K2 Capital,Seed Funding,Not specified,0.825
1048,04-01-17,LearnTron,Technology,Blended Learning Delivery App for Schools & Corporates,ChenNot specifiedi,Kae Capital,Seed Funding,Not specified,0
1049,05-01-17,MobiDent,Consumer Internet,Dentist Appointments booking platform,Bangalore,DanGold Investment Corp,Private Equity,Not specified,0
1050,05-01-17,Yostra,Technology,Healthcare Technology Solutions,Bangalore,"Marico Innovation Foundation (MIF), Villgro",Private Equity,Not specified,0
1051,06-01-17,Leap India,Logistics,Supply Chain Solutions Provider,Mumbai,"India Nivesh Growth Fund, Sixth Sense, TCI Ventures",Private Equity,Not specified,13
1052,07-01-17,FreeCharge,Consumer Internet,Mobile Wallet,Mumbai,Jasper Infotech Pvt Ltd,Private Equity,Not specified,57
1053,09-01-17,TicketNew,Consumer Internet,Movie Ticket Booking platform,ChenNot specifiedi,Alibaba Pictures,Private Equity,Not specified,35
1057,10-01-17,DriveSkool,Consumer Internet,online marketplace for driving schools,Bangalore,Aavya Ventures,Seed Funding,Not specified,0
1058,10-01-17,Medinfi,Consumer Internet,Doctor & Clinic Discovery portal,Bangalore,"Vinod Martin, Evan Lim, Kanchan Ghoshal, Ram Kumar Kakani",Seed Funding,Not specified,0.1
1054,10-01-17,Intelligence Node,Technology,SAAS Based Retail ANot specifiedlytics Solutions,Mumbai,BlackSoil Capital Pvt Ltd,Private Equity,Not specified,0.8
1056,10-01-17,Loan Frame,Consumer Internet,Small Business Loans Marketplace platform,Gurugram,"Vedanta Capital, William Campbell, Toos N Daruvala",Private Equity,Not specified,2.25
1059,10-01-17,Lenskart,eCommerce,Online eyewear retailer,Bangalore,Ronnie Screwvala,Private Equity,Not specified,3.5
1055,10-01-17,Securens,Technology,e-surveillance services provider,Mumbai,"Mayfield India, Trifecta Capital",Private Equity,Not specified,5
1060,11-01-17,InstaOffice,Consumer Internet,CoWorking Spaces booking platform,Gurugram,"Zishaan Hayath, Karan Chellani, Mohit Satyan",Seed Funding,Not specified,0
1061,12-01-17,Hansel.io,Consumer Internet,Real-time Mobile App MaNot specifiedgement Platform,Bangalore,"IDG Ventures, Endiya Partners",Private Equity,Not specified,1.35
1062,12-01-17,Square Yards,Consumer Internet,Property Search Aggregator platform,Gurugram,"Lohia Group, Andre Hoffman",Private Equity,Not specified,10
